Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), Password)",Chrome 71.0.3578.98,,2019-03-14 10:39:35,2019-03-14 10:39:35,0.180s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-14 10:39:35,2019-03-14 10:39:38,3.001s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 71.0.3578.98,,2019-03-14 10:39:38,2019-03-14 10:39:39,0.720s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-14 10:39:39,2019-03-14 10:39:42,3.000s,PASSED
,,,,,,
Test Cases/LogIn_Case,Chrome 71.0.3578.98,,2019-03-14 10:39:44,2019-03-14 10:40:03,18.778s,PASSED
"openBrowser(""http://demoaut.katalon.com/"")",Chrome 71.0.3578.98,,2019-03-14 10:39:44,2019-03-14 10:39:50,5.702s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 71.0.3578.98,,2019-03-14 10:39:50,2019-03-14 10:39:51,0.829s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), UserName)",Chrome 71.0.3578.98,,2019-03-14 10:39:51,2019-03-14 10:39:51,0.238s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-14 10:39:51,2019-03-14 10:39:54,3.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), Password)",Chrome 71.0.3578.98,,2019-03-14 10:39:54,2019-03-14 10:39:54,0.119s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-14 10:39:54,2019-03-14 10:39:57,3.001s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 71.0.3578.98,,2019-03-14 10:39:57,2019-03-14 10:39:58,0.790s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-14 10:39:58,2019-03-14 10:40:01,3.001s,PASSED
