Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""), 3)",Chrome 71.0.3578.98,,2019-03-14 11:03:20,2019-03-14 11:03:24,3.496s,FAILED
,,,,,,
Test Cases/LogIn_Case,Chrome 71.0.3578.98,,2019-03-14 11:03:26,2019-03-14 11:03:45,18.823s,FAILED
"openBrowser(""http://demoaut.katalon.com/"")",Chrome 71.0.3578.98,,2019-03-14 11:03:26,2019-03-14 11:03:31,5.279s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 71.0.3578.98,,2019-03-14 11:03:31,2019-03-14 11:03:32,0.746s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), UserName)",Chrome 71.0.3578.98,,2019-03-14 11:03:32,2019-03-14 11:03:32,0.208s,PASSED
sleep(2000),Chrome 71.0.3578.98,,2019-03-14 11:03:32,2019-03-14 11:03:34,2.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), Password)",Chrome 71.0.3578.98,,2019-03-14 11:03:34,2019-03-14 11:03:34,0.168s,PASSED
sleep(2000),Chrome 71.0.3578.98,,2019-03-14 11:03:34,2019-03-14 11:03:36,2.001s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 71.0.3578.98,,2019-03-14 11:03:36,2019-03-14 11:03:37,0.847s,PASSED
sleep(2000),Chrome 71.0.3578.98,,2019-03-14 11:03:37,2019-03-14 11:03:39,2.001s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""), 3)",Chrome 71.0.3578.98,,2019-03-14 11:03:39,2019-03-14 11:03:43,3.490s,FAILED
,,,,,,
Test Cases/LogIn_Case,Chrome 71.0.3578.98,,2019-03-14 11:03:45,2019-03-14 11:04:04,18.852s,FAILED
"openBrowser(""http://demoaut.katalon.com/"")",Chrome 71.0.3578.98,,2019-03-14 11:03:45,2019-03-14 11:03:50,5.491s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 71.0.3578.98,,2019-03-14 11:03:50,2019-03-14 11:03:51,0.660s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), UserName)",Chrome 71.0.3578.98,,2019-03-14 11:03:51,2019-03-14 11:03:51,0.232s,PASSED
sleep(2000),Chrome 71.0.3578.98,,2019-03-14 11:03:51,2019-03-14 11:03:53,2.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), Password)",Chrome 71.0.3578.98,,2019-03-14 11:03:53,2019-03-14 11:03:53,0.124s,PASSED
sleep(2000),Chrome 71.0.3578.98,,2019-03-14 11:03:53,2019-03-14 11:03:55,2.001s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 71.0.3578.98,,2019-03-14 11:03:55,2019-03-14 11:03:56,0.736s,PASSED
sleep(2000),Chrome 71.0.3578.98,,2019-03-14 11:03:56,2019-03-14 11:03:58,2.001s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""), 3)",Chrome 71.0.3578.98,,2019-03-14 11:03:58,2019-03-14 11:04:02,3.490s,FAILED
